u,g,r,i,z,class
22.2544,21.46291,21.29571,21.25444,21.25113,QSO
19.28938,17.97223,17.15978,16.72444,16.42726,GALAXY
26.55015,22.62658,20.68883,19.70021,19.46435,GALAXY
25.19064,22.56771,20.54032,19.68978,19.17892,GALAXY
26.18039,24.92359,15.99908,23.47017,24.64222,QSO
19.9734,19.36368,19.32649,19.19664,19.22537,QSO
18.94055,17.69168,17.08033,16.76602,16.49542,GALAXY
23.11529,21.95738,20.56013,19.59658,19.13031,GALAXY
25.29466,22.7391,20.65639,19.74035,19.91321,GALAXY
22.04986,21.07797,20.49008,20.17105,20.17781,QSO
21.52184,18.9867,17.55606,17.00813,16.60336,GALAXY
21.46507,19.33689,17.93192,17.37602,17.00318,GALAXY
19.99181,18.38991,17.45514,16.95919,16.6672,GALAXY
20.18998,18.64295,17.58508,17.11354,16.76741,QSO
17.05304,16.11984,15.30309,14.97753,14.68985,GALAXY
22.99709,22.17313,22.41157,21.85987,21.71145,QSO
19.46711,18.32313,17.53668,17.09844,16.85631,GALAXY
26.18661,22.03559,20.00585,19.0908,18.66057,GALAXY
24.85126,21.50169,21.08593,20.93542,20.60785,QSO
22.51696,22.18272,20.26581,19.13646,18.77329,GALAXY
19.0284,18.84958,18.64458,18.69384,18.67296,QSO
23.44494,21.45066,20.28368,20.01714,19.90201,QSO
19.42933,18.35976,17.98833,17.69851,17.63542,GALAXY
22.26319,21.63262,20.7179,19.65201,19.0878,QSO
21.44071,19.20493,17.8694,17.33557,16.96781,GALAXY
20.8927,19.06019,17.68831,17.17431,16.8058,GALAXY
19.98448,18.66212,17.80174,17.37371,17.03172,GALAXY
22.25394,22.65728,20.90447,19.94821,19.48244,GALAXY
26.11964,22.93924,20.91955,19.89682,19.54011,GALAXY
21.21746,20.76981,19.31678,18.54678,18.3224,GALAXY
22.83689,21.98056,20.13281,19.16345,18.68494,GALAXY
25.67225,22.15342,20.6958,19.82678,19.30655,GALAXY
22.91256,22.22604,21.55394,21.05533,20.48241,QSO
21.14528,18.82795,17.82369,17.35479,16.98515,GALAXY
24.63478,22.62141,21.13513,19.70692,19.85762,GALAXY
23.02345,21.00804,18.92508,18.102,17.6478,GALAXY
20.06491,18.18823,17.24048,16.82733,16.46951,GALAXY
18.37519,16.2956,15.33285,14.85617,14.49351,GALAXY
18.91854,16.98581,16.09498,15.68296,15.34031,GALAXY
18.65626,17.07192,16.31201,15.89776,15.62765,GALAXY
20.49412,18.37695,17.28612,16.82202,16.41909,GALAXY
25.88351,21.99019,20.39562,18.93713,18.28788,GALAXY
19.26426,17.367,16.37445,15.95905,15.62669,GALAXY
24.35075,20.14221,18.52057,17.9321,17.59847,GALAXY
23.87812,21.53832,19.72098,18.90788,18.49416,GALAXY
23.51881,22.99964,21.28986,20.13189,19.53792,GALAXY
24.31892,22.03927,20.33323,19.46947,18.98215,GALAXY
23.62463,22.54027,20.93009,19.85567,19.46335,GALAXY
23.69822,21.96603,20.72261,19.91428,19.72194,GALAXY
19.84694,18.55992,17.82376,17.37934,17.10777,GALAXY
22.27271,21.21863,21.17514,21.161,20.71528,QSO
25.04215,23.38633,20.57756,19.55703,19.02281,GALAXY
23.66006,22.4105,20.90062,19.89246,19.33048,GALAXY
21.38754,19.27387,18.021,17.42812,16.92727,GALAXY
17.48893,15.57673,14.70159,14.28229,13.94779,GALAXY
21.11898,18.77892,17.62659,17.1336,16.75654,GALAXY
19.35342,18.11187,17.45305,17.10616,16.88711,GALAXY
26.27019,23.13863,21.14986,19.91473,19.21484,GALAXY
22.44463,20.65835,18.9449,18.31253,17.92792,GALAXY
24.45083,22.37374,20.79358,19.80066,19.30205,GALAXY
21.42634,20.8795,20.73469,20.61224,21.20363,QSO
24.44502,22.41437,20.63916,19.62528,19.11322,GALAXY
20.22827,18.01063,16.8172,16.33088,15.91992,GALAXY
19.28355,17.96435,17.30303,16.92749,16.65529,GALAXY
23.07211,20.58364,19.99161,19.72331,19.75707,QSO
24.93625,22.03339,20.58553,19.78538,19.34662,GALAXY
24.19924,22.21825,20.50804,19.65659,19.20835,GALAXY
24.97764,20.58988,18.88647,18.29585,17.89531,GALAXY
22.30485,19.64195,17.95806,17.37391,16.99304,GALAXY
22.29128,21.73574,20.3133,19.48764,19.04844,GALAXY
24.68295,21.47894,19.59779,18.8037,18.34822,GALAXY
23.58677,20.65106,18.76746,18.09008,17.68902,GALAXY
20.83088,19.64982,19.14739,18.91357,18.83365,GALAXY
23.79512,22.36593,20.41856,19.48296,19.12182,GALAXY
25.32571,22.08559,20.37984,19.56866,19.17108,GALAXY
19.32826,18.01865,17.59513,17.40028,17.08983,GALAXY
23.12876,21.25406,19.46486,18.74485,18.28192,GALAXY
22.56468,20.68504,18.83876,18.16609,17.81017,GALAXY
23.2829,21.52037,19.89984,18.89864,18.37743,GALAXY
19.70525,17.84491,16.76641,16.29408,15.91338,GALAXY
21.76323,19.26907,17.84326,17.31537,16.94594,GALAXY
18.17033,17.14463,16.70532,16.36993,16.15805,GALAXY
24.67435,20.94817,20.07904,19.73371,19.49105,GALAXY
24.85645,21.64525,19.98747,19.13495,18.64457,GALAXY
24.48873,22.39802,20.48675,19.61469,19.15369,GALAXY
23.75791,22.52981,21.06993,20.1315,19.83009,GALAXY
20.45741,18.56312,17.40847,16.90425,16.46381,GALAXY
26.11734,22.11287,20.38996,19.54297,18.92352,GALAXY
24.18039,21.93791,20.12691,19.11808,18.76777,GALAXY
21.79377,21.25984,21.2828,21.24502,21.11962,QSO
17.43392,16.3424,15.96725,15.72383,15.63339,GALAXY
20.26714,18.7846,17.91155,17.38778,17.00812,GALAXY
17.93501,16.95368,16.59844,16.22787,16.16119,GALAXY
18.23373,16.89519,16.41348,16.15864,15.97564,GALAXY
19.99789,18.64621,17.70519,17.21811,16.85553,GALAXY
24.30385,22.40463,20.80087,19.76105,19.3526,GALAXY
20.36865,20.10363,19.59752,19.42125,19.32125,QSO
24.67253,23.07665,21.16546,20.04674,19.57191,GALAXY
18.60934,18.36047,18.22846,18.03974,18.07957,QSO
18.34653,17.18287,16.72977,16.41555,16.2379,GALAXY
22.27458,22.69881,20.82768,19.99608,19.61555,GALAXY
22.20284,20.60926,18.79,18.05279,17.65403,GALAXY
26.9332,20.8656,18.99946,18.23427,17.78045,GALAXY
20.04153,18.62596,18.03703,17.67257,17.49406,GALAXY
19.30519,17.33424,16.32243,15.85167,15.45168,GALAXY
23.21668,21.9294,20.87581,19.59632,20.19889,GALAXY
20.57692,18.57925,17.48594,17.02592,16.63255,GALAXY
21.09887,20.47194,20.35188,20.38696,19.93297,QSO
22.56285,21.87527,21.95301,21.74991,21.4681,QSO
19.32971,17.12672,16.06672,15.61591,15.24514,GALAXY
20.3793,18.33715,17.57687,17.19977,16.81785,GALAXY
21.99854,19.8911,18.18392,17.5624,17.16138,GALAXY
20.91448,19.08528,17.78272,17.23554,16.79974,GALAXY
19.28478,17.26485,16.22152,15.77638,15.41279,GALAXY
17.83993,16.6356,16.23902,16.03044,15.91187,GALAXY
20.31096,19.25338,18.93596,18.81865,18.77547,GALAXY
17.94831,16.81627,16.49731,16.23653,16.11551,GALAXY
24.11591,22.19633,20.48531,19.46264,18.77656,GALAXY
19.39457,18.11488,17.46252,17.07111,16.83985,GALAXY
19.04985,17.3146,16.4652,16.06356,15.77412,GALAXY
20.81882,19.06233,18.03954,17.51707,17.12904,GALAXY
20.6288,18.31134,17.14767,16.63619,16.26979,GALAXY
25.34587,21.83495,19.95203,18.78709,18.14174,GALAXY
25.26828,21.8191,19.83373,19.14875,18.795,GALAXY
20.51207,19.85103,19.78598,19.76715,19.46883,QSO
22.86761,21.26241,19.40433,18.72427,18.18976,GALAXY
18.77576,17.90096,17.57493,17.33905,17.18799,GALAXY
19.26793,18.04799,17.622,17.44497,17.28885,GALAXY
20.53459,18.68555,17.81653,17.29314,16.87835,GALAXY
23.05602,21.67201,20.26105,19.473,19.27562,GALAXY
20.33634,19.92838,19.83508,19.50725,19.42606,QSO
20.04517,18.63307,17.89713,17.50142,17.17442,GALAXY
20.24894,18.27191,17.25882,16.81472,16.4456,GALAXY
23.71034,21.99995,20.32805,19.4544,18.98422,GALAXY
24.16372,20.75896,19.08479,18.40858,17.99241,GALAXY
22.5138,22.0696,20.11427,19.21081,18.87099,GALAXY
19.34602,18.44751,18.83599,18.48699,18.49506,GALAXY
19.64108,18.22035,17.29455,16.81965,16.47631,GALAXY
21.37177,20.58644,20.11454,20.07425,19.95703,QSO
20.51453,18.09245,16.8972,16.36872,16.2369,GALAXY
17.73658,16.48523,16.03476,15.76055,15.59569,GALAXY
22.69356,22.2417,20.44966,19.41026,18.88648,GALAXY
19.23429,17.98899,17.36533,17.00182,16.76922,GALAXY
25.44143,21.56363,19.6397,18.85432,18.56305,GALAXY
24.16099,22.24379,20.25315,19.30652,18.6695,GALAXY
20.3447,18.52164,17.48893,17.02244,16.62751,GALAXY
19.74509,18.2754,17.36433,16.93648,16.62154,GALAXY
19.94331,19.26757,19.34418,19.29799,18.95054,QSO
23.79412,22.55349,20.68777,19.6533,19.19709,GALAXY
19.6058,18.27448,17.77187,17.4287,17.31804,GALAXY
20.40213,18.47122,17.53515,17.09851,16.72715,GALAXY
24.99238,20.87021,19.1335,18.51268,18.1567,GALAXY
20.528,18.57765,17.55365,17.09134,16.67886,GALAXY
23.46486,22.0664,21.22267,20.48694,20.72781,GALAXY
21.05019,18.85392,17.63534,17.14113,16.80641,GALAXY
23.73859,23.17968,21.2427,20.05273,19.42669,GALAXY
16.85049,14.90006,13.99489,13.56484,13.24641,GALAXY
22.22074,21.68219,19.81285,18.74597,18.24872,GALAXY
22.55816,22.31918,21.31189,20.20443,19.60229,GALAXY
19.45044,19.40387,19.29169,19.23133,19.37933,QSO
26.05898,21.2255,19.2194,18.60207,18.12609,GALAXY
18.83145,17.00639,16.19716,15.79808,15.49184,GALAXY
19.45366,18.82856,18.16062,17.68711,17.56092,GALAXY
24.32787,22.40686,20.44827,19.45865,18.9835,GALAXY
24.05524,22.23953,20.55636,19.49858,18.86063,GALAXY
19.32569,18.00567,17.24037,16.79366,16.45964,GALAXY
21.44229,19.39926,17.95233,17.45037,17.08044,GALAXY
25.9999,22.64457,20.52985,19.32666,18.6935,GALAXY
20.33802,18.30627,17.20282,16.72833,16.35548,GALAXY
19.71786,19.55523,19.30268,19.29563,19.33694,QSO
19.38947,17.45104,16.649,16.25282,16.00753,GALAXY
18.64567,17.76981,17.32541,16.85407,16.7673,GALAXY
21.91953,19.67575,18.153,17.62402,17.17904,GALAXY
24.69327,23.27966,21.35954,19.93823,19.55835,GALAXY
24.26557,22.83247,21.28569,20.08157,19.49305,GALAXY
22.67706,21.65048,20.18459,19.33506,18.85992,GALAXY
21.40048,19.23696,17.84641,17.3079,16.95602,GALAXY
21.53718,20.88498,20.80729,20.75442,20.57199,QSO
18.70773,17.27558,16.1338,15.63603,15.24181,GALAXY
23.07397,20.78778,18.94592,18.34764,17.96553,GALAXY
23.84119,22.21996,20.37515,19.42196,19.09779,GALAXY
22.5554,22.60089,20.76811,19.61217,19.15969,GALAXY
21.56018,19.12572,17.74743,17.1709,16.76394,GALAXY
21.88559,20.30712,18.55791,18.0849,17.79323,GALAXY
19.98033,18.3417,17.48337,16.92274,16.52501,GALAXY
26.15641,23.01064,21.06249,19.97749,19.35269,GALAXY
23.56311,21.15963,20.77463,20.71559,20.92304,QSO
24.55407,22.09905,21.38051,20.34355,19.7293,GALAXY
19.59199,18.41823,17.73276,17.28799,17.01701,GALAXY
23.00198,21.227,19.92565,19.16755,18.7931,QSO
19.38642,18.22853,17.6756,17.27053,17.07643,GALAXY
24.97822,22.35671,20.63082,19.67501,19.28366,GALAXY
22.90808,21.85178,20.63724,19.7565,19.68655,GALAXY
18.05426,16.15594,15.29721,14.89131,14.56808,GALAXY
24.41355,22.28175,20.51433,19.44242,19.05558,GALAXY
25.26643,22.40599,20.66671,19.72304,19.34279,GALAXY
20.44705,18.70121,18.40604,18.11268,17.68939,QSO
23.9468,22.08682,22.96385,21.19217,21.86583,GALAXY
24.7638,22.0171,20.52978,19.47138,18.79482,GALAXY
23.74538,22.42594,20.58085,19.49285,19.12861,GALAXY
24.84581,22.32677,20.10911,19.0045,18.74893,GALAXY
19.84567,18.33278,17.30673,16.81593,16.46733,GALAXY
19.69197,18.57613,17.65926,17.2235,16.91443,GALAXY
20.35512,18.26045,17.18021,16.73003,16.33611,GALAXY
23.0832,22.3403,20.45402,19.25946,18.75349,GALAXY
23.90401,22.60002,20.88871,19.98361,19.38549,GALAXY
21.24097,19.17605,17.59863,17.01395,16.65814,GALAXY
22.89996,21.73739,21.74068,21.49054,21.12117,QSO
17.2174,16.96105,17.01199,17.0434,17.03922,QSO
22.02682,19.58317,17.92454,17.33378,16.95284,GALAXY
21.80345,20.23792,19.59801,17.77277,17.51715,GALAXY
18.36417,18.29726,17.90126,17.78833,17.89476,QSO
24.05098,22.90446,21.04597,19.91649,19.62377,GALAXY
19.15446,19.07434,18.88417,18.63302,18.6493,QSO
24.40423,22.0834,20.90491,20.12693,19.82953,GALAXY
21.09682,20.03397,18.68682,18.22092,17.99335,QSO
23.83867,22.44024,20.64348,19.74191,19.57379,GALAXY
19.81823,17.89831,16.7236,16.25083,15.87916,GALAXY
20.15962,17.99852,16.81516,16.30823,15.88724,GALAXY
20.14555,18.30446,17.3042,16.86673,16.52078,GALAXY
18.49964,16.22331,15.13725,14.8268,14.29793,GALAXY
23.52206,22.49599,20.66457,19.56561,19.19186,GALAXY
21.56639,21.12673,20.26247,19.57349,19.39024,GALAXY
21.77458,19.62944,18.18939,17.61604,17.22505,GALAXY
24.37307,21.94296,20.35805,19.45175,18.9882,GALAXY
26.11773,22.49189,20.92717,20.09189,19.63109,GALAXY
17.91908,16.46559,15.78611,15.38733,15.11784,GALAXY
18.64054,17.33333,16.74189,16.38136,16.14187,GALAXY
20.32601,18.0982,16.71333,16.18856,15.80921,GALAXY
19.8367,17.75365,16.69095,16.17486,15.79422,GALAXY
25.00507,22.41035,20.63005,19.6534,19.22953,GALAXY
18.35813,17.53365,17.26864,17.10805,16.9641,GALAXY
25.85409,22.74961,21.32808,20.0599,19.61834,GALAXY
23.74099,22.57302,20.82005,19.77384,19.21104,GALAXY
24.02125,23.34666,21.1047,19.9267,19.42263,GALAXY
20.03138,19.34502,19.09235,18.94329,18.58465,QSO
24.52083,23.10692,21.32407,20.23928,20.19488,GALAXY
23.23278,22.28277,20.62723,19.42342,18.65228,GALAXY
18.30264,17.25659,16.77937,16.4468,16.23892,GALAXY
22.68394,20.76486,19.07771,18.35669,17.86325,GALAXY
22.96923,20.63518,18.81934,18.19753,17.89465,GALAXY
21.18723,18.32662,17.85273,17.54333,17.52978,GALAXY
22.48457,21.91691,20.33418,19.51907,19.0629,GALAXY
20.76362,18.81657,17.60097,17.04143,16.63043,GALAXY
20.05229,19.93262,19.72688,19.71895,19.68412,QSO
19.89414,18.3861,17.54472,17.11355,16.80576,GALAXY
23.77111,22.54066,20.54301,19.52667,18.84391,GALAXY
23.37953,21.3744,19.44975,18.81325,18.31342,GALAXY
23.64973,22.02597,20.62232,19.73116,19.26006,GALAXY
21.78348,21.39546,21.26237,21.2662,20.72222,QSO
20.69049,18.65763,17.48706,16.98876,16.61126,GALAXY
23.99958,21.37617,19.54203,18.90136,18.47985,GALAXY
20.54557,18.94832,17.64557,17.09514,16.68375,GALAXY
24.57506,22.33354,20.87835,19.83858,19.20162,GALAXY
26.29026,22.58345,21.02232,20.03354,19.61282,GALAXY
21.65392,20.96008,20.7797,20.45856,20.20182,QSO
24.3207,22.77802,20.91205,20.01766,19.71157,GALAXY
18.59779,17.55973,17.19491,16.89672,16.76628,GALAXY
18.61938,17.81478,23.20277,18.20467,15.84138,GALAXY
22.95681,21.37427,20.07231,19.27727,18.9375,GALAXY
20.98943,19.27056,17.90614,17.37139,16.97864,GALAXY
25.04251,21.66916,19.75714,18.84338,18.32065,GALAXY
26.32797,22.65747,20.85279,19.82461,19.32799,GALAXY
24.94757,20.71344,18.79268,18.03412,17.52763,GALAXY
25.52847,22.73689,20.75567,19.73628,19.26087,GALAXY
22.54594,22.42448,20.47013,19.547,19.07248,GALAXY
20.03452,17.9108,16.72351,16.23155,15.84161,GALAXY
19.31533,18.36771,17.94667,17.67516,17.48268,GALAXY
20.26218,18.02779,16.81234,16.29222,15.8956,GALAXY
22.17744,20.90096,20.71633,20.64241,20.37998,QSO
21.55892,20.96297,20.75516,20.69499,20.48345,QSO
19.36575,18.04314,17.61872,17.32962,17.22915,GALAXY
26.01746,22.51221,20.55395,19.37881,18.90188,GALAXY
21.10645,18.57734,17.13132,16.59291,16.20539,GALAXY
21.29018,19.15718,17.85024,17.32372,16.98961,GALAXY
22.05797,21.10456,19.77161,18.99446,18.59392,GALAXY
19.86723,18.37795,17.61382,17.13295,16.90831,GALAXY
24.35662,23.22242,21.09491,20.13879,19.79876,GALAXY
25.29445,23.04259,20.90446,19.84406,19.2577,GALAXY
23.21509,22.01599,20.49906,19.67093,19.23821,GALAXY
20.31857,18.47655,17.60142,17.06021,16.79713,GALAXY
22.41884,21.60261,21.5776,21.39128,20.85765,QSO
23.03261,22.21317,20.41484,19.25064,18.79378,GALAXY
18.67765,18.46883,18.31469,18.14582,18.20468,QSO
19.68274,17.81615,16.6305,16.15139,15.76786,GALAXY
21.72554,21.11631,21.09141,21.1284,20.62896,QSO
22.94903,22.98818,21.47001,20.52598,19.95027,GALAXY
21.27043,18.6112,17.33483,16.82199,16.47872,GALAXY
24.98246,22.48616,20.48229,19.48687,18.99409,GALAXY
26.11378,22.49552,20.35659,19.29476,19.04616,GALAXY
20.39742,18.32966,17.11778,16.64159,16.25231,GALAXY
26.10636,23.05647,21.27622,20.12621,19.52268,GALAXY
19.90561,18.24472,17.32526,16.88584,16.537,GALAXY
20.3574,18.7463,17.60958,17.13954,16.77028,GALAXY
24.1923,20.80785,19.01917,18.36912,17.95337,GALAXY
19.0743,18.93116,18.79963,18.67265,18.44541,QSO
22.86389,23.37503,21.14974,19.99037,19.38025,GALAXY
18.43596,17.02188,16.28312,15.8521,15.56701,GALAXY
23.94795,20.87643,19.08975,18.45312,18.10437,GALAXY
19.55637,18.22032,17.59366,17.25273,17.01498,GALAXY
25.2167,22.94219,20.92137,19.89726,19.50574,GALAXY
26.72334,22.46106,20.79264,19.69177,19.27621,GALAXY
21.25462,19.62758,18.04086,17.42405,17.08787,GALAXY
22.67645,20.63843,19.07641,18.36001,17.87692,GALAXY
20.33361,18.51191,17.68574,17.28813,16.97238,GALAXY
24.19746,22.36614,20.56335,19.54756,18.91697,GALAXY
22.61837,21.73991,20.4138,19.46417,19.1511,GALAXY
19.86382,17.85434,16.67076,16.17833,15.77849,GALAXY
22.87737,20.86334,18.99945,18.30657,17.87861,GALAXY
20.25274,18.63774,17.56276,17.06354,16.74313,GALAXY
23.03236,21.15249,19.35033,18.57013,18.01274,GALAXY
23.42909,20.90007,19.10042,18.50253,18.09392,GALAXY
24.02677,20.71863,19.09536,18.41438,17.9777,GALAXY
19.44636,18.19751,17.84871,17.63944,17.58163,GALAXY
20.50448,20.30683,20.14971,20.07191,21.55805,QSO
24.25292,23.16113,21.23505,20.04729,19.70351,GALAXY
22.01593,20.72074,20.60911,20.58304,20.37465,QSO
21.36865,20.63437,20.41459,20.40132,20.2438,QSO
24.28051,21.75037,19.87795,18.92109,18.33744,GALAXY
20.46387,18.58092,17.24632,16.71422,16.3344,GALAXY
22.64395,21.82203,20.09952,19.26447,18.92299,GALAXY
22.14891,21.3452,21.14092,21.33371,20.66355,QSO
24.18921,21.01341,19.18069,18.52958,18.13729,GALAXY
22.70787,20.06774,18.29325,17.56766,17.13293,GALAXY
26.76398,21.66361,19.82838,19.00418,18.58951,GALAXY
20.42345,18.76697,17.7803,17.3461,17.05938,GALAXY
21.53959,19.25442,17.89113,17.38746,17.02113,GALAXY
19.18008,17.381,16.46759,15.98792,15.61615,GALAXY
19.14588,18.06623,17.58363,17.21077,17.02216,GALAXY
24.11787,22.96424,21.28781,19.96245,19.53021,GALAXY
19.88922,17.77128,16.62048,16.11645,15.73697,GALAXY
22.81536,20.13778,18.51063,17.90732,17.54349,GALAXY
23.75814,21.84853,21.59666,21.48728,21.68765,QSO
24.62376,21.70731,19.78144,19.02587,18.58918,GALAXY
20.78142,18.8593,17.37612,16.80956,16.43218,GALAXY
20.58154,18.58488,17.3676,16.86616,16.50582,GALAXY
24.56988,22.25091,20.79385,19.82248,19.13956,GALAXY
22.53753,21.95566,20.02579,19.17038,18.62156,GALAXY
21.91278,20.76953,19.11033,18.43157,18.06637,GALAXY
18.17094,17.09312,16.64807,16.34245,16.15508,GALAXY
22.91971,22.45003,20.96842,19.74855,19.37795,GALAXY
25.31089,23.93403,20.47706,19.53123,20.52886,GALAXY
20.81895,18.89034,17.62137,17.1169,16.73917,GALAXY
24.9998,22.02598,20.54152,19.43278,18.73544,GALAXY
25.11085,21.9344,20.25121,19.45591,18.86483,GALAXY
24.09893,22.50589,20.7825,19.78245,19.24563,GALAXY
19.79202,18.41106,17.59373,17.18089,16.88032,GALAXY
22.0692,21.67611,20.36328,19.54235,19.52335,GALAXY
23.226,20.97841,19.23184,18.58857,18.16889,GALAXY
24.28424,24.60707,21.26138,20.02869,19.5113,GALAXY
20.12739,18.35691,17.41768,16.9224,16.56072,GALAXY
26.01611,22.55464,20.98466,19.70275,19.13528,GALAXY
25.11402,23.08745,21.11822,19.84874,19.22144,GALAXY
17.17681,15.50071,14.71542,14.31739,14.00626,GALAXY
21.85732,21.58865,20.20892,20.05664,20.0687,QSO
25.56758,22.15338,20.3902,19.543,19.10804,GALAXY
26.30098,20.9824,19.2055,18.52457,18.11986,GALAXY
21.07046,20.56214,20.39331,20.35795,20.09818,QSO
18.90065,17.22703,16.3447,15.92465,15.57594,GALAXY
24.20859,22.31392,20.54011,19.56188,19.15872,GALAXY
22.84772,22.53533,20.69314,19.43242,18.59443,GALAXY
24.05657,19.20938,17.88327,17.31888,16.90472,GALAXY
24.77406,23.53686,21.04047,19.74943,19.41295,GALAXY
22.89074,19.62177,18.04422,17.40828,17.0502,GALAXY
20.94728,18.90698,17.74441,17.27846,16.91299,GALAXY
23.71,22.20351,20.22681,19.32308,19.11902,GALAXY
19.18753,17.11532,16.10932,15.66064,15.31918,GALAXY
22.02345,19.45127,18.01236,17.46358,17.08984,GALAXY
22.82388,21.67609,20.50626,19.59176,19.09791,GALAXY
23.40722,22.60229,20.9344,19.9313,19.48149,GALAXY
22.41108,20.46349,18.72606,18.13181,17.84149,GALAXY
19.87037,18.3739,17.63288,17.21394,16.96245,GALAXY
21.87567,21.63705,19.72399,18.82374,18.42772,GALAXY
20.13625,19.61792,19.17896,18.89566,18.78456,QSO
18.51291,17.24074,16.63881,16.29529,16.03153,GALAXY
19.06367,17.83224,17.20342,16.80307,16.58408,GALAXY
24.21269,22.11287,20.28844,19.39203,18.95586,GALAXY
19.55128,17.68346,16.71163,16.21895,15.86713,GALAXY
24.83646,21.53469,21.53477,20.32264,23.05173,GALAXY
18.41052,18.22803,18.25857,18.44888,18.42234,QSO
19.95851,18.56699,17.72242,17.27041,16.94389,GALAXY
25.44498,22.4823,20.64974,19.67354,19.42263,GALAXY
22.4636,21.46811,20.59865,20.11844,19.60398,QSO
21.65751,21.60849,20.46571,19.65868,19.47019,GALAXY
21.48895,18.67099,17.4662,16.90499,16.47835,GALAXY
23.55844,22.62163,21.1586,20.09424,19.62127,GALAXY
19.70855,18.41569,17.68629,17.24784,17.01966,GALAXY
19.15377,17.45299,16.55163,16.08472,15.70252,GALAXY
25.80118,21.9276,20.68177,19.8668,19.50704,GALAXY
23.89172,22.78362,20.87724,19.83869,19.45169,GALAXY
23.84393,22.74847,20.92948,19.58393,19.02828,GALAXY
21.01877,19.07646,17.75146,17.23595,16.88506,GALAXY
25.87869,22.46575,20.9177,19.83733,19.58011,GALAXY
19.11199,18.37687,17.76618,17.33891,17.12763,GALAXY
19.69926,18.31312,17.84173,17.9985,17.57801,GALAXY
20.76719,18.4033,17.9447,17.72969,17.73623,GALAXY
22.76359,21.52974,21.20581,20.65332,20.15696,QSO
19.32863,17.8015,17.25192,17.0596,16.73515,GALAXY
24.28008,23.89924,20.98443,19.57351,19.03393,GALAXY
21.19419,19.14698,17.67521,17.1166,16.73538,GALAXY
26.40115,23.27684,20.70999,19.53181,19.04214,GALAXY
23.20877,22.27547,20.62294,19.68662,19.20806,GALAXY
23.94853,22.22174,20.76857,19.67807,19.16944,GALAXY
23.17958,22.20909,20.64294,19.83714,19.40102,GALAXY
20.93216,18.50723,17.18795,16.63963,16.30661,GALAXY
20.05251,18.06968,17.12896,16.69498,16.34694,GALAXY
22.29187,21.75277,20.9855,19.87739,20.09021,GALAXY
21.54128,19.06703,17.65827,17.11879,16.77238,GALAXY
26.40647,24.06027,20.45663,19.26288,21.20343,GALAXY
17.74779,15.86007,15.02872,14.6214,14.28335,GALAXY
24.66909,22.06045,20.22457,19.39367,19.10075,GALAXY
22.42684,20.0004,18.3735,17.68576,17.2556,GALAXY
19.59009,18.37367,17.55739,17.09417,16.84556,GALAXY
23.66055,21.50931,19.59038,18.70608,18.22017,GALAXY
17.23067,16.27048,15.85367,15.66912,15.48104,GALAXY
19.15189,19.10718,18.80962,18.81909,18.97382,QSO
24.30713,21.39156,19.62674,18.82068,18.67268,GALAXY
18.83762,17.24726,16.53093,16.10816,15.8054,GALAXY
24.95262,20.71905,18.95839,18.33165,17.90866,GALAXY
22.4289,21.74238,21.85562,21.85031,21.3077,QSO
21.95277,21.66356,19.66986,18.85306,18.2818,GALAXY
23.78417,22.31903,20.25744,19.41733,19.12634,GALAXY
19.10814,17.19642,16.06017,15.60264,15.17645,GALAXY
23.70192,20.7469,18.81841,18.17309,17.78049,GALAXY
20.61982,18.49538,17.33891,16.85177,16.48242,GALAXY
26.44342,20.00848,18.45916,17.82372,17.48478,GALAXY
